# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_variant	variants_effect_5_prime_UTR_premature_start_codon_gain_variant	variants_effect_5_prime_UTR_variant	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_splice_acceptor_variant	variants_effect_splice_region_variant	variants_effect_stop_gained	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
CTC-458I2.2	ENSG00000251675	ENST00000511484	antisense	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
CTC-467M3.1	ENSG00000245864	ENST00000510274	antisense	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
CTC-471C19.1	ENSG00000261037	ENST00000564741	lincRNA	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
CTC-471J1.8	ENSG00000267827	ENST00000594362	processed_transcript	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
CTC-471J1.8	ENSG00000267827	ENST00000598982	processed_transcript	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
CTC-490E21.12	ENSG00000268797	ENST00000601627	nonsense_mediated_decay	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
CTC-490G23.6	ENSG00000282943	ENST00000635346	antisense	0	0	0	3	0	0	0	0	0	3	0	0	0	0	0	0	0
CTC-490G23.6	ENSG00000282943	ENST00000635495	antisense	0	0	0	3	0	0	0	0	0	3	0	0	0	0	0	0	0
CTC-518B2.10	ENSG00000268390	ENST00000601280	lincRNA	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
CTC-518B2.8	ENSG00000269741	ENST00000599166	nonsense_mediated_decay	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
CTC-529P8.1	ENSG00000250072	ENST00000507373	lincRNA	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
CTC-529P8.1	ENSG00000250072	ENST00000509139	lincRNA	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
CTC-529P8.1	ENSG00000250072	ENST00000512007	lincRNA	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
CTC-535M15.2	ENSG00000253693	ENST00000522189	lincRNA	0	0	0	3	0	0	0	0	0	3	0	0	0	0	0	0	0
CTC-546K23.1	ENSG00000229855	ENST00000594690	lincRNA	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
CTC-546K23.1	ENSG00000229855	ENST00000597452	lincRNA	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
CTC-546K23.1	ENSG00000229855	ENST00000627271	lincRNA	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
CTC-550B14.6	ENSG00000267149	ENST00000585492	processed_transcript	0	0	0	4	0	0	0	0	0	4	0	0	0	0	0	0	0
CTC-550B14.7	ENSG00000267265	ENST00000586845	antisense	0	0	0	4	0	0	0	0	0	4	0	0	0	0	0	0	0
CTC-550B14.7	ENSG00000267265	ENST00000586961	antisense	0	0	0	4	0	0	0	0	0	4	0	0	0	0	0	0	0
CTC-550B14.7	ENSG00000267265	ENST00000593060	antisense	0	0	0	4	0	0	0	0	0	4	0	0	0	0	0	0	0
CTC-552D5.1	ENSG00000251293	ENST00000514240	lincRNA	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
CTC-554D6.1	ENSG00000258864	ENST00000520401	nonsense_mediated_decay	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0
CTC-575N7.1	ENSG00000251680	ENST00000503616	antisense	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0
CTD-2006C1.12	ENSG00000267274	ENST00000586394	sense_overlapping	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
CTD-2006C1.13	ENSG00000267179	ENST00000590798	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
CTD-2006C1.13	ENSG00000267179	ENST00000591441	nonsense_mediated_decay	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
CTD-2006C1.13	ENSG00000267179	ENST00000591944	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
CTD-2008L17.2	ENSG00000206129	ENST00000382897	lincRNA	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
CTD-2008L17.2	ENSG00000206129	ENST00000589754	lincRNA	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
CTD-2015G9.2	ENSG00000261175	ENST00000562064	lincRNA	0	0	0	2	0	0	0	0	0	1	0	1	0	0	0	0	0
CTD-2015G9.2	ENSG00000261175	ENST00000569740	lincRNA	0	0	0	2	0	0	0	0	0	1	0	1	0	0	0	0	0
CTD-2017D11.1	ENSG00000268362	ENST00000594934	lincRNA	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0
CTD-2017D11.1	ENSG00000268362	ENST00000597683	lincRNA	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0
CTD-2021K4.1	ENSG00000283228	ENST00000637224	nonsense_mediated_decay	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
CTD-2021K4.1	ENSG00000283228	ENST00000637559	nonsense_mediated_decay	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
CTD-2027G2.1	ENSG00000259340	ENST00000559699	processed_pseudogene	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
CTD-2049O4.1	ENSG00000261329	ENST00000564893	antisense	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
CTD-2050E21.1	ENSG00000249429	ENST00000340585	lincRNA	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0
CTD-2058B24.2	ENSG00000259048	ENST00000554687	antisense	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
CTD-2058B24.2	ENSG00000259048	ENST00000555342	antisense	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
CTD-2060L22.1	ENSG00000283117	ENST00000634803	lincRNA	0	0	0	4	0	0	0	0	0	4	0	0	0	0	0	0	0
CTD-2066L21.3	ENSG00000250697	ENST00000510327	lincRNA	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0
CTD-2071N1.2	ENSG00000280359	ENST00000624158	TEC	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
CTD-2130O13.1	ENSG00000267761	ENST00000586905	lincRNA	0	0	0	3	0	0	0	0	0	3	0	0	0	0	0	0	0
CTD-2130O13.1	ENSG00000267761	ENST00000598649	lincRNA	0	0	0	3	0	0	0	0	0	2	0	1	0	0	0	0	0
CTD-2134A5.4	ENSG00000258534	ENST00000555967	lincRNA	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
CTD-2135J3.3	ENSG00000248896	ENST00000519568	antisense	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
CTD-2135J3.4	ENSG00000258724	ENST00000554914	protein_coding	0	0	0	3	0	0	0	0	0	3	0	0	0	0	0	0	0
CTD-2143L24.1	ENSG00000249781	ENST00000511616	lincRNA	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
CTD-2143L24.1	ENSG00000249781	ENST00000606744	lincRNA	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
CTD-2175A23.1	ENSG00000249899	ENST00000503559	antisense	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
CTD-2175A23.1	ENSG00000249899	ENST00000505701	antisense	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
CTD-2184D3.1	ENSG00000242327	ENST00000486386	processed_pseudogene	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
CTD-2184D3.5	ENSG00000259712	ENST00000558607	antisense	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
CTD-2195M18.2	ENSG00000271230	ENST00000603257	processed_pseudogene	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
CTD-2201E9.4	ENSG00000248537	ENST00000511310	antisense	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
CTD-2201I18.1	ENSG00000249825	ENST00000503007	antisense	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0
CTD-2201I18.1	ENSG00000249825	ENST00000514042	antisense	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0
CTD-2210P24.6	ENSG00000255447	ENST00000534128	lincRNA	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0
CTD-2215E18.1	ENSG00000251513	ENST00000504578	lincRNA	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0
CTD-2227I18.1	ENSG00000249236	ENST00000511861	lincRNA	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
CTD-2235C13.1	ENSG00000242198	ENST00000494006	processed_pseudogene	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
CTD-2244C20.2	ENSG00000248199	ENST00000511474	lincRNA	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
CTD-2247C11.1	ENSG00000250481	ENST00000509057	lincRNA	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
CTD-2251F13.1	ENSG00000248975	ENST00000508469	lincRNA	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
CTD-2251F13.1	ENSG00000248975	ENST00000549360	lincRNA	0	0	0	6	0	0	0	0	0	6	0	0	0	0	0	0	0
CTD-2256P15.1	ENSG00000248968	ENST00000509915	antisense	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
CTD-2256P15.4	ENSG00000271980	ENST00000606194	antisense	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
CTD-2260A17.2	ENSG00000247121	ENST00000501338	antisense	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
CTD-2260A17.2	ENSG00000247121	ENST00000502262	antisense	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
CTD-2260A17.2	ENSG00000247121	ENST00000504056	antisense	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
CTD-2266L18.1	ENSG00000249514	ENST00000503717	processed_pseudogene	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
CTD-2269E23.3	ENSG00000271035	ENST00000603743	processed_pseudogene	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
CTD-2270F17.1	ENSG00000253647	ENST00000518387	antisense	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
CTD-2292M16.8	ENSG00000258768	ENST00000556738	lincRNA	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0
CTD-2307P3.1	ENSG00000258394	ENST00000557251	sense_overlapping	0	0	0	4	0	0	0	0	0	4	0	0	0	0	0	0	0
CTD-2308B18.3	ENSG00000248296	ENST00000503145	lincRNA	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
CTD-2308N23.2	ENSG00000206249	ENST00000437016	antisense	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
CTD-2311M21.4	ENSG00000274937	ENST00000611178	lincRNA	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
CTD-2311M21.5	ENSG00000277718	ENST00000619758	lincRNA	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
CTD-2315E11.1	ENSG00000259685	ENST00000561101	lincRNA	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0
CTD-2325B11.1	ENSG00000249837	ENST00000507299	lincRNA	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
CTD-2334D19.1	ENSG00000248927	ENST00000511422	lincRNA	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
CTD-2337A12.1	ENSG00000251314	ENST00000502645	antisense	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
CTD-2341M24.1	ENSG00000258733	ENST00000557195	lincRNA	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	1
CTD-2342I9.1	ENSG00000254939	ENST00000527289	processed_pseudogene	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
CTD-2363C16.1	ENSG00000253811	ENST00000522582	antisense	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0
CTD-2363C16.2	ENSG00000253456	ENST00000518425	antisense	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
CTD-2396E7.10	ENSG00000268191	ENST00000596027	antisense	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
CTD-2396E7.9	ENSG00000268203	ENST00000599292	antisense	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
CTD-2410N18.3	ENSG00000270177	ENST00000602919	lincRNA	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
CTD-2410N18.4	ENSG00000273345	ENST00000518409	processed_transcript	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
CTD-2410N18.4	ENSG00000273345	ENST00000520515	retained_intron	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
CTD-2410N18.5	ENSG00000272772	ENST00000519718	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
CTD-2509G16.5	ENSG00000258760	ENST00000553754	lincRNA	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
CTD-2515C13.2	ENSG00000265980	ENST00000577674	lincRNA	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
CTD-2530H12.4	ENSG00000255326	ENST00000527803	antisense	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0
CTD-2535L24.2	ENSG00000266076	ENST00000577662	nonsense_mediated_decay	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
CTD-2544M6.1	ENSG00000259199	ENST00000560360	lincRNA	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
CTD-2547H18.1	ENSG00000254988	ENST00000530190	antisense	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
CTD-2550O8.7	ENSG00000268884	ENST00000596405	processed_pseudogene	0	0	0	3	0	0	0	0	0	3	0	0	0	0	0	0	0
CTD-2553L13.4	ENSG00000268683	ENST00000599404	sense_intronic	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0
CTD-2553L13.5	ENSG00000279971	ENST00000623084	TEC	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
CTD-2553L13.7	ENSG00000271049	ENST00000603701	processed_pseudogene	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
CTD-2555A7.1	ENSG00000259989	ENST00000562040	lincRNA	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
CTD-2555K7.2	ENSG00000258458	ENST00000553792	antisense	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
CTD-2555K7.2	ENSG00000258458	ENST00000554194	retained_intron	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
CTD-2555K7.2	ENSG00000258458	ENST00000554857	antisense	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
CTD-2561J22.3	ENSG00000269237	ENST00000600810	nonsense_mediated_decay	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
CTD-2571L23.8	ENSG00000268746	ENST00000599924	lincRNA	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
CTD-2576D5.4	ENSG00000261448	ENST00000567344	antisense	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
CTD-2583P5.1	ENSG00000260378	ENST00000564016	antisense	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
CTD-2587H24.10	ENSG00000267649	ENST00000585911	lincRNA	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
CTD-2587H24.14	ENSG00000276570	ENST00000586923	retained_intron	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
CTD-2588J6.2	ENSG00000261029	ENST00000563841	lincRNA	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	5
CTD-2613O8.1	ENSG00000248853	ENST00000513196	processed_pseudogene	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
CTD-2619J13.1	ENSG00000269236	ENST00000597885	processed_pseudogene	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0
CTD-2666L21.1	ENSG00000234773	ENST00000415793	processed_transcript	0	0	0	2	0	0	0	1	0	1	0	0	0	0	0	0	0
CTD-2666L21.1	ENSG00000234773	ENST00000426044	processed_transcript	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0
CTD-2666L21.1	ENSG00000234773	ENST00000440004	processed_transcript	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0
CTD-2666L21.1	ENSG00000234773	ENST00000451691	processed_transcript	0	0	0	2	0	0	0	1	0	1	0	0	0	0	0	0	0
CTD-2666L21.1	ENSG00000234773	ENST00000637896	transcribed_unprocessed_pseudogene	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
CTD-3006G17.2	ENSG00000258932	ENST00000553392	processed_transcript	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0
CTD-3006G17.2	ENSG00000258932	ENST00000554904	processed_transcript	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0
CTD-3006G17.2	ENSG00000258932	ENST00000555797	processed_transcript	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0
CTD-3006G17.2	ENSG00000258932	ENST00000556890	processed_transcript	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0
CTD-3051D23.4	ENSG00000258593	ENST00000553344	lincRNA	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
CTD-3060P21.1	ENSG00000262884	ENST00000574885	antisense	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
CTD-3064H18.4	ENSG00000180458	ENST00000316807	antisense	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
CTD-3073N11.7	ENSG00000268839	ENST00000594712	unprocessed_pseudogene	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
CTD-3076O17.1	ENSG00000254744	ENST00000528696	antisense	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
CTD-3076O17.2	ENSG00000259219	ENST00000559400	antisense	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
CTD-3088G3.8	ENSG00000188897	ENST00000595170	nonsense_mediated_decay	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
CTD-3088G3.8	ENSG00000188897	ENST00000598234	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
CTD-3105H18.14	ENSG00000268744	ENST00000435033	nonsense_mediated_decay	0	0	0	6	3	0	0	0	0	0	0	3	0	0	0	0	0
CTD-3105H18.16	ENSG00000268870	ENST00000595562	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
CTD-3105H18.18	ENSG00000269755	ENST00000598753	nonsense_mediated_decay	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
CTD-3105H18.4	ENSG00000248406	ENST00000507003	transcribed_unprocessed_pseudogene	0	0	0	3	0	0	0	0	0	0	0	3	0	0	0	0	0
CTD-3113P16.11	ENSG00000282393	ENST00000632484	lincRNA	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
CTD-3116E22.6	ENSG00000267490	ENST00000589783	unprocessed_pseudogene	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
CTD-3116E22.7	ENSG00000267612	ENST00000585880	lincRNA	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
CTD-3116E22.8	ENSG00000277587	ENST00000613300	lincRNA	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
CTD-3138B18.4	ENSG00000283515	ENST00000637233	nonsense_mediated_decay	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0
CTD-3138B18.4	ENSG00000283515	ENST00000637310	nonsense_mediated_decay	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0
CTD-3138B18.5	ENSG00000268516	ENST00000597230	antisense	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
CTD-3162L10.5	ENSG00000267142	ENST00000589470	processed_pseudogene	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
CTD-3187F8.14	ENSG00000269072	ENST00000600074	antisense	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
CTD-3214H19.4	ENSG00000268400	ENST00000595866	nonsense_mediated_decay	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0
CTD-3214H19.4	ENSG00000268400	ENST00000598664	nonsense_mediated_decay	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0
CTD-3214H19.4	ENSG00000268400	ENST00000599243	nonsense_mediated_decay	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0
CTD-3214H19.6	ENSG00000268204	ENST00000601797	antisense	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
CTHRC1	ENSG00000164932	ENST00000330295	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
CTHRC1	ENSG00000164932	ENST00000415886	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
CTHRC1	ENSG00000164932	ENST00000520337	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
CTIF	ENSG00000134030	ENST00000256413	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
CTIF	ENSG00000134030	ENST00000382998	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
CTIF	ENSG00000134030	ENST00000587769	processed_transcript	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
CTNNA2	ENSG00000066032	ENST00000402739	protein_coding	0	0	0	4	0	0	0	0	0	4	0	0	0	0	0	0	0
CTNNA2	ENSG00000066032	ENST00000466387	protein_coding	0	0	0	4	0	0	0	0	0	4	0	0	0	0	0	0	0
CTNNA2	ENSG00000066032	ENST00000496558	protein_coding	0	0	0	4	0	0	0	0	0	4	0	0	0	0	0	0	0
CTNNA2	ENSG00000066032	ENST00000629316	protein_coding	0	0	0	4	0	0	0	0	0	4	0	0	0	0	0	0	0
CTNNA3	ENSG00000183230	ENST00000330298	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
CTNNA3	ENSG00000183230	ENST00000433211	protein_coding	0	0	0	5	0	0	0	0	0	5	0	0	0	0	0	0	0
CTNNBL1	ENSG00000132792	ENST00000361383	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0
CTNNBL1	ENSG00000132792	ENST00000373469	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0
CTNNBL1	ENSG00000132792	ENST00000373473	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0
CTNNBL1	ENSG00000132792	ENST00000405275	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0
CTNNBL1	ENSG00000132792	ENST00000473857	processed_transcript	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0
CTNNBL1	ENSG00000132792	ENST00000621317	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0
CTNNBL1	ENSG00000132792	ENST00000628103	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0
CTNND2	ENSG00000169862	ENST00000304623	protein_coding	0	1	0	6	0	0	0	0	0	6	0	0	0	0	0	1	0
CTNND2	ENSG00000169862	ENST00000458100	protein_coding	0	0	0	4	0	0	0	0	0	4	0	0	0	0	0	0	0
CTNND2	ENSG00000169862	ENST00000495388	processed_transcript	0	0	0	5	0	0	0	0	0	4	0	1	0	0	0	0	0
CTNND2	ENSG00000169862	ENST00000502551	protein_coding	0	0	0	3	0	0	0	1	0	2	0	0	0	0	0	0	0
CTNND2	ENSG00000169862	ENST00000503622	protein_coding	0	1	0	5	0	0	0	0	0	5	0	0	0	0	0	1	0
CTNND2	ENSG00000169862	ENST00000504354	processed_transcript	0	0	0	2	0	0	0	0	0	1	0	1	0	0	0	0	0
CTNND2	ENSG00000169862	ENST00000504499	nonsense_mediated_decay	0	0	0	8	1	0	0	0	0	6	0	1	0	0	0	0	0
CTNND2	ENSG00000169862	ENST00000506324	processed_transcript	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
CTNND2	ENSG00000169862	ENST00000506735	processed_transcript	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
CTNND2	ENSG00000169862	ENST00000508761	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0
CTNND2	ENSG00000169862	ENST00000509868	processed_transcript	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0
CTNND2	ENSG00000169862	ENST00000511278	processed_transcript	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0
CTNND2	ENSG00000169862	ENST00000511377	protein_coding	0	1	0	5	0	0	0	0	0	5	0	0	0	0	0	1	0
CTNND2	ENSG00000169862	ENST00000513588	nonsense_mediated_decay	0	0	0	7	0	0	0	0	0	6	0	1	0	0	0	0	0
CTNND2	ENSG00000169862	ENST00000513598	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
CTR9	ENSG00000198730	ENST00000361367	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0
CTR9	ENSG00000198730	ENST00000524523	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0
CTR9	ENSG00000198730	ENST00000526874	retained_intron	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
CTSLP8	ENSG00000234575	ENST00000413075	unprocessed_pseudogene	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
CTSO	ENSG00000256043	ENST00000433477	protein_coding	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	1
CUBN	ENSG00000107611	ENST00000377833	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0
CUX1	ENSG00000257923	ENST00000292535	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0
CUX1	ENSG00000257923	ENST00000292538	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0
CUX1	ENSG00000257923	ENST00000360264	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0
CUX1	ENSG00000257923	ENST00000393824	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0
CUX1	ENSG00000257923	ENST00000425244	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0
CUX1	ENSG00000257923	ENST00000437600	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0
CUX1	ENSG00000257923	ENST00000465461	processed_transcript	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0
CUX1	ENSG00000257923	ENST00000485792	retained_intron	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0
CUX1	ENSG00000257923	ENST00000497815	retained_intron	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0
CUX1	ENSG00000257923	ENST00000546411	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0
CUX1	ENSG00000257923	ENST00000547394	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0
